path,pd_categories,pd_count,uz_level
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_151.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_152.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_154.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_155.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_157.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_158.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_16.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_160.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_161.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_162.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_165.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_166.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_167.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_168.html,"name, passport",67,УЗ-3
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_169.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_17.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_170.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_171.html,name,4,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_172.html,name,30,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_174.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_175.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_176.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_177.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_178.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_179.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_180.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_181.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_182.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_183.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_185.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_186.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_187.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_188.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_19.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_190.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_191.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_192.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_193.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_194.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_195.html,"name, passport",3,УЗ-3
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_196.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_197.html,"name, phone",31,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_198.html,name,4,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_2.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_20.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_200.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_201.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_204.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_205.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_207.html,name,10,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_208.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_209.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_212.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_213.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_215.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_217.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_218.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_219.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_222.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_223.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_225.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_226.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_227.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_228.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_229.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_23.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_231.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_232.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_233.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_234.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_235.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_236.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_237.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_238.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_24.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_240.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_241.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_242.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_243.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_244.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_245.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_248.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_249.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_25.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_251.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_252.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_253.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_255.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_256.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_258.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_259.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_26.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_260.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_261.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_262.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_263.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_264.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_265.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_266.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_267.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_268.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_269.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_27.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_270.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_271.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_272.html,name,40,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_273.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_274.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_275.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_276.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_278.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_279.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_28.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_280.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_281.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_282.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_283.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_286.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_289.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_290.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_292.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_293.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_296.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_297.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_298.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_299.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_30.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_300.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_301.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_302.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_303.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_304.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_305.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_306.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_307.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_308.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_309.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_31.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_310.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_311.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_313.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_314.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_315.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_316.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_317.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_318.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_319.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_32.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_322.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_323.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_324.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_325.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_326.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_327.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_329.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_33.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_331.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_332.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_333.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_336.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_337.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_338.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_339.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_34.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_340.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_341.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_343.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_344.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_345.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_346.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_347.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_348.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_349.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_35.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_352.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_353.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_355.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_356.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_357.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_358.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_359.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_36.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_360.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_361.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_363.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_364.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_365.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_366.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_367.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_368.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_369.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_37.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_371.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_373.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_375.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_377.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_378.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_379.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_380.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_382.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_384.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_386.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_389.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_39.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_390.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_391.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_392.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_394.html,name,40,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_395.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_396.html,name,17,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_397.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_398.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_399.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_40.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_400.html,name,22,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_401.html,name,4,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_403.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_404.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_405.html,name,24,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_406.html,"name, phone",167,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_407.html,name,19,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_408.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_41.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_410.html,name,26,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_411.html,name,26,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_412.html,name,23,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_413.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_414.html,name,23,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_416.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_417.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_418.html,name,20,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_419.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_42.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_420.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_421.html,name,17,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_422.html,"name, phone",15,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_423.html,name,20,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_424.html,name,29,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_425.html,name,20,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_426.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_428.html,name,24,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_429.html,"name, phone",62,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_43.html,"",0,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_430.html,name,20,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_431.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_432.html,name,24,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_433.html,"name, phone",26,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_435.html,name,37,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_436.html,"email, name, phone",9,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_437.html,name,30,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_438.html,name,84,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_44.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_440.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_441.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_442.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_444.html,name,19,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_445.html,"name, phone",10,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_446.html,name,32,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_447.html,"name, phone",17,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_448.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_449.html,name,22,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_45.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_450.html,"name, phone",17,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_452.html,"name, phone",12,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_453.html,name,36,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_454.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_456.html,name,34,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_457.html,name,18,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_458.html,name,9,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_459.html,name,23,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_46.html,name,19,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_460.html,name,16,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_462.html,name,19,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_463.html,"name, phone",249,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_464.html,name,22,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_465.html,name,14,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_466.html,name,19,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_467.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_468.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_469.html,name,31,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_470.html,name,6,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_472.html,"bank_card, name",51,УЗ-3
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_473.html,name,23,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_474.html,name,22,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_475.html,name,7,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_476.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_477.html,"name, phone",11,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_478.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_479.html,name,16,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_48.html,name,11,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_480.html,name,21,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_485.html,name,20,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_49.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_5.html,name,3,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_51.html,name,18,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_52.html,name,5,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_53.html,"email, name",4,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_54.html,name,14,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_55.html,name,10,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_56.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_57.html,"email, name",4,УЗ-4
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_58.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_59.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_6.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_60.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_61.html,name,1,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_63.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_64.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_65.html,name,2,""
/DATA/ПДнDataset/share/Выгрузки/Сайты/page_66.html,name,1,""
